,Attribute,Label,Description,Required,Cond_Req,Valid Values,Conditional Requirements,Component
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HumanOmniExpress-24 v1.2 BeadChip', 'PacBio Sequel IIe System', 'Cherry Imaging TRACE Platform', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'Promega GloMax Discover', 'scale', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'Illumina NextSeq 550', 'Infinium HumanOmniExpressExome', 'Cherry Imaging FACE Platform', 'Bionano Irys', 'Illumina 1M', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HumanHap300', 'Illumina NextSeq 2000', 'LI-COR Odyssey CLx', 'Illumina HiSeq 3000', 'Chromium X', 'Illumina Omni2pt5M', '10x Visium Spatial Gene Expression', 'Agilent 44Karray', 'LifeViz Infinity System', 'Illumina Genome Analyzer IIx', 'Spectramax M Series', 'Not applicable', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'BGISEQ-500', 'Nanostring Counter', 'Illumina NovaSeq 6000', 'Illumina h650', 'Perlegen 300Karray', 'Not Specified', 'Illumina HiSeq 2500', 'Illumina HumanOmni1-Quadv1.0', 'Vectra H1 3D Imaging System', 'PacBio Sequel II System', 'Illumina HiSeq X', 'Orbitrap Fusion Lumos Tribrid', 'Illumina Omni5M', 'Illumina WholeGenome DASL', 'Illumina HiSeq 4000', 'Vevo 3100 Imaging System', 'Illumina Human660W-Quad v1.0 BeadChip', 'EnVision 2103 Multiplate Reader', 'Affymetrix U133AB', 'LTQ Orbitrap XL', 'Olympus DP80', 'OtherTechnologyPlatformVersion', 'Q Exative HF', 'Zeiss LSM 980', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina HumanMethylation450', 'Illumina HiSeq 2000', 'Nanostring GeoMx', 'Unknown', 'PacBio RS II', 'LifeViz Micro System', 'Not collected']",,WholeGenomeSequencing
valueReported,valueReported,ValueReported,The count or gene count for the transcript,True,,,,WholeGenomeSequencing
totalReads,totalReads,TotalReads,Total number of sequencing reads from a library.,True,,,,BsSeq
enrichmentMethod,enrichmentMethod,EnrichmentMethod,The method used for performing an enrichment of specific regions by a restriction enzyme digest,True,,"['Unknown', 'Other', 'Not applicable', 'Not collected']",,BsSeq
dnaBatchSize,dnaBatchSize,DnaBatchSize,The number of samples,True,,,,BsSeq
specifyEnrichmentMethod,specifyEnrichmentMethod,SpecifyEnrichmentMethod,Value is determined by the data contributor,False,,,,BsSeq
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,BsSeq
directionalBSseqLibrary,directionalBSseqLibrary,DirectionalBSseqLibrary,Indicates whether or not the bisulfiteSeq library is directional,True,,"['Not applicable', 'TRUE', 'Unknown', 'FALSE', 'Not collected']",,BsSeq
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,BsSeq
referenceTranscriptID,referenceTranscriptID,ReferenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,BsSeq
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,BsSeq
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,BsSeq
runType,runType,RunType,The type of run,True,,"['pairedEnd', 'singleEnd']",,BsSeq
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,BsSeq
sequencingBatchSizeUnit,sequencingBatchSizeUnit,SequencingBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherSequencingBatchSizeUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,BsSeq
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Not applicable', 'Unknown', 'OtherLibraryVersion', 'Not collected']",,BsSeq
dnaBatchID,dnaBatchID,DnaBatchID,DNA isolation batch,True,,,,BsSeq
specifySequencingBatchSizeUnit,specifySequencingBatchSizeUnit,SpecifySequencingBatchSizeUnit,Value is determined by the data contributor,False,,,,BsSeq
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,BsSeq
Component,Component,Component,TBD,False,,,,BsSeq
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,BsSeq
readLength,readLength,ReadLength,The length of the read,True,,,,BsSeq
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherReadLengthUnits', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,BsSeq
libraryPrep,libraryPrep,LibraryPrep,The general strategy by which the library was prepared,True,,"['rRNAdepletion', ""Chromium Single Cell 3'"", 'PCRfree', 'cellHashing', 'amplicon', 'Not applicable', 'lncRNAenrichment', 'methylSeq', 'proximity ligation', 'miRNAenrichment', 'polyAselection', 'multiome', 'Not Specified', 'MULTIseq', 'DNALibraryConstruction', 'KapaHyperPrep', 'totalRNA', 'STARRSeq', 'OtherLibraryPrep', 'Unknown', 'SureCell', 'EndItDNAEndRepairKit', 'SPLITseq', 'Not collected']",,BsSeq
sequencingBatchSize,sequencingBatchSize,SequencingBatchSize,The number of samples,True,,,,BsSeq
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,BsSeq
specifyConversionRatioUnit,specifyConversionRatioUnit,SpecifyConversionRatioUnit,Value is determined by the data contributor,False,,,,BsSeq
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,BsSeq
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,BsSeq
sequencingBatchID,sequencingBatchID,SequencingBatchID,"Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,BsSeq
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['OtherLibraryPreparationMethod', 'Drop-Seq', 'Smart-seq2', 'Ultralow Methyl-Seq', 'sac-seq', 'CEL-seq', 'Not applicable', 'Smart-seq4', 'SMRTbell', 'NexteraXT', 'Accel-NGS 2S Plus', 'Not Specified', 'NEBNext', 'Omni-ATAC', 'Accel-NGS Methyl-Seq', '10x', 'TruSeq', 'Smart-seq1', 'Unknown', 'Not collected']",,BsSeq
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,BsSeq
specifyDNABatchSizeUnit,specifyDNABatchSizeUnit,SpecifyDNABatchSizeUnit,Value is determined by the data contributor,False,,,,BsSeq
conversionRatio,conversionRatio,ConversionRatio,The ratio or % detailing how well the bisulfite conversion worked,True,,,,BsSeq
gDNAconc,gDNAconc,GDNAconc,gDNA Concentration in ng,True,,,,BsSeq
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'OtherPlatformLocation', 'Not applicable', 'Unknown', 'Not collected']",,BsSeq
libraryBatchID,libraryBatchID,LibraryBatchID,"Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,,,BsSeq
dnaBatchSizeUnit,dnaBatchSizeUnit,DnaBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherDnaBatchSizeUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,BsSeq
meanCoverage,meanCoverage,MeanCoverage,Total number of bases covered by ATAC-seq reads/size of genome,True,,,,BsSeq
specifyLibraryPrep,specifyLibraryPrep,SpecifyLibraryPrep,Value is determined by the data contributor,False,,,,BsSeq
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Amniotic Fluid', 'Pancreas', 'Sputum', 'Small intestine', 'Appendix', 'cell line', 'Carbohydrate', 'Popliteal lymph node', 'Vagina', 'Epithelium', 'Thymus', 'Feces', 'Tonsil', 'Liver', 'Colon', 'Dried Blood Spot', 'Brachial lymph node', 'Trachea', 'Neutrophil', 'Stomach', 'Positive Control', 'Breast Milk', 'Nasal Swab', 'DNA', 'Leukocytes', 'Bronchoalveolar Lavage Fluid', 'Inguinal lymph node', 'Endotracheal aspirate', 'Basophils', 'Monocyte', 'Lymphocyte', 'Negative Control', 'PBL', 'Cerebrospinal Fluid', 'Urine', 'Cord blood', 'Colonic Lamina Propria', 'Bone', 'Lung', 'Umbilical cord blood', 'B cell', 'Skin of body', 'Fibroblast', 'Lipid', 'Plasma', 'Red Blood Cell', 'Whole blood', 'brain', 'Lung lymph node', 'Synovial tissue', 'Protein', 'Nasal lavage fluid', 'Jejunum', 'Cervical lymph nodes', 'Pancreatic Stellate Cells', 'Saliva', 'Dendritic cell', 'Cell culture supernatant', 'Osteoblasts', 'Spleen', 'Oropharyngeal Swab Specimen', 'Lymph node', 'Ileum', 'Not Specified', 'Nasal Swab or Nose Specimen', 'PBMC', 'Synovial fluid', 'Organoids', 'Urinary bladder', 'Gastric lamina propria', 'Pooled Sample', 'OtherSampleType', 'Macrophage', 'Tumor Tissue', 'Dermis', 'Salivary Glands', 'Placenta', 'NK cell', 'Mesenteric lymph node', 'Rectal Swab Specimen', 'Bone Marrow', 'Serum', 'Convalescent Plasma', 'Optic Nerve', 'Kidney', 'T cell', 'Mouse Ear', 'Nasopharyngeal Swab Specimen']",,BsSeq
conversionRatioUnits,conversionRatioUnits,ConversionRatioUnits,The units of measurement.,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'OtherConversionRatioUnits', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,BsSeq
pcrCycles,pcrCycles,PcrCycles,Number of PCR cycles to amplify transposased DNA fragments,True,,,,BsSeq
lambdaDNAconc,lambdaDNAconc,LambdaDNAconc,Lambda DNA spike-in concentration in ng,True,,,,BsSeq
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HumanOmniExpress-24 v1.2 BeadChip', 'PacBio Sequel IIe System', 'Cherry Imaging TRACE Platform', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'Promega GloMax Discover', 'scale', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'Illumina NextSeq 550', 'Infinium HumanOmniExpressExome', 'Cherry Imaging FACE Platform', 'Bionano Irys', 'Illumina 1M', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HumanHap300', 'Illumina NextSeq 2000', 'LI-COR Odyssey CLx', 'Illumina HiSeq 3000', 'Chromium X', 'Illumina Omni2pt5M', '10x Visium Spatial Gene Expression', 'Agilent 44Karray', 'LifeViz Infinity System', 'Illumina Genome Analyzer IIx', 'Spectramax M Series', 'Not applicable', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'BGISEQ-500', 'Nanostring Counter', 'Illumina NovaSeq 6000', 'Illumina h650', 'Perlegen 300Karray', 'Not Specified', 'Illumina HiSeq 2500', 'Illumina HumanOmni1-Quadv1.0', 'Vectra H1 3D Imaging System', 'PacBio Sequel II System', 'Illumina HiSeq X', 'Orbitrap Fusion Lumos Tribrid', 'Illumina Omni5M', 'Illumina WholeGenome DASL', 'Illumina HiSeq 4000', 'Vevo 3100 Imaging System', 'Illumina Human660W-Quad v1.0 BeadChip', 'EnVision 2103 Multiplate Reader', 'Affymetrix U133AB', 'LTQ Orbitrap XL', 'Olympus DP80', 'OtherTechnologyPlatformVersion', 'Q Exative HF', 'Zeiss LSM 980', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina HumanMethylation450', 'Illumina HiSeq 2000', 'Nanostring GeoMx', 'Unknown', 'PacBio RS II', 'LifeViz Micro System', 'Not collected']",,BsSeq
totalReads,totalReads,TotalReads,Total number of sequencing reads from a library.,True,,,,ScRNAseq
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,ScRNAseq
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,ScRNAseq
resultUnit,resultUnit,ResultUnit,The unit for the result value,True,,"['Not Specified', 'TPM', 'RPKM', 'FPKM']",,ScRNAseq
referenceTranscriptID,referenceTranscriptID,ReferenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,ScRNAseq
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,ScRNAseq
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,ScRNAseq
runType,runType,RunType,The type of run,True,,"['pairedEnd', 'singleEnd']",,ScRNAseq
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,ScRNAseq
sequencingBatchSizeUnit,sequencingBatchSizeUnit,SequencingBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherSequencingBatchSizeUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,ScRNAseq
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Not applicable', 'Unknown', 'OtherLibraryVersion', 'Not collected']",,ScRNAseq
specifyTranscriptType,specifyTranscriptType,SpecifyTranscriptType,Value is determined by the data contributor,False,,,,ScRNAseq
repositoryName,repositoryName,RepositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",True,,"['MassIVE', 'Ensembl', 'ImmPort', 'Metabolomics Workbench', 'MGnify', 'SRA', 'OtherRepositoryName', 'dbGAP', 'PRIDE', 'Not applicable', 'GEO', 'Not Specified', 'GenBank', 'NCBI Gene', 'ENA', 'MetaboLights', 'Broad Single Cell Portal', 'IEDB', 'ArrayExpress', 'GISAID', 'Unknown', 'UniProt', 'FlowRepository', 'Not collected']",,ScRNAseq
rnaBatchSizeUnit,rnaBatchSizeUnit,RnaBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'OtherRnaBatchSizeUnit', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,ScRNAseq
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,ScRNAseq
specifySequencingBatchSizeUnit,specifySequencingBatchSizeUnit,SpecifySequencingBatchSizeUnit,Value is determined by the data contributor,False,,,,ScRNAseq
Component,Component,Component,TBD,False,,,,ScRNAseq
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,ScRNAseq
readLength,readLength,ReadLength,The length of the read,True,,,,ScRNAseq
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherReadLengthUnits', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,ScRNAseq
libraryPrep,libraryPrep,LibraryPrep,The general strategy by which the library was prepared,True,,"['rRNAdepletion', ""Chromium Single Cell 3'"", 'PCRfree', 'cellHashing', 'amplicon', 'Not applicable', 'lncRNAenrichment', 'methylSeq', 'proximity ligation', 'miRNAenrichment', 'polyAselection', 'multiome', 'Not Specified', 'MULTIseq', 'DNALibraryConstruction', 'KapaHyperPrep', 'totalRNA', 'STARRSeq', 'OtherLibraryPrep', 'Unknown', 'SureCell', 'EndItDNAEndRepairKit', 'SPLITseq', 'Not collected']",,ScRNAseq
